"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000000916",13.5487619701006,-0.166670256904669,0.32595355228164,-0.511331310053212,0.609119084434532,0.999967191250388
"ENSMUSG00000000934",7.05487418217668,-0.149500918626008,0.503406668831174,-0.296978422977837,0.766482982360748,0.999967191250388
"ENSMUSG00000000957",58.7891598265429,-0.257791231305139,0.190203369465209,-1.35534523930867,0.175307587858082,0.999967191250388
"ENSMUSG00000000958",9.30158980229339,0.00841513119076052,0.423605403012611,0.0198654954136881,0.984150670381288,0.999967191250388
"ENSMUSG00000000959",35.0764736141491,-0.0286307577140952,0.238002144805682,-0.120296217235651,0.904248500561817,0.999967191250388
"ENSMUSG00000000976",26.7302001738418,0.18224227481361,0.290533792305347,0.627267049961872,0.530484198368154,0.999967191250388
"ENSMUSG00000000983",8373.55407122899,-0.460922506569066,0.942515830429575,-0.489034233365596,0.624817460819842,0.999967191250388
"ENSMUSG00000001016",59.2963373311181,-0.053900726683581,0.177242593792877,-0.304107074547603,0.761046317231467,0.999967191250388
"ENSMUSG00000001017",137.515861154768,-0.0939382660170209,0.138603779792131,-0.677746784091341,0.49793225759821,0.999967191250388
"ENSMUSG00000001018",23.23110004874,-0.0855353499749427,0.25760012004741,-0.3320470113104,0.739853760981682,0.999967191250388
"ENSMUSG00000001021",0.615451855756371,-1.52921543824531,1.93567860427966,-0.790015157921524,0.429518916039527,0.999967191250388
"ENSMUSG00000001023",1347.92966133769,0.0594669930316887,0.28330222734295,0.209906549586358,0.833740610280447,0.999967191250388
"ENSMUSG00000001025",107.20971671834,-0.221942304307242,0.239419751588348,-0.927000812735131,0.353926112306584,0.999967191250388
"ENSMUSG00000001027",0.886525925614868,-0.373045609633926,1.25917757745157,-0.296261318748169,0.767030523803355,0.999967191250388
"ENSMUSG00000001029",4.71028120012445,-0.100414220028702,0.548783386505624,-0.182976056669807,0.854816805448167,0.999967191250388
"ENSMUSG00000001034",27.5762389512693,0.126183112753938,0.259892513133293,0.485520383918184,0.627307256902188,0.999967191250388
"ENSMUSG00000001036",54.0198022732482,0.152486680227238,0.185261244464891,0.823090013605819,0.410456807329356,0.999967191250388
"ENSMUSG00000001039",16.0745487597397,-0.0621245487701442,0.328702781623702,-0.188999157425033,0.850093477166991,0.999967191250388
"ENSMUSG00000001052",73.3599135259799,-0.0917829675352595,0.151603638711766,-0.605414014565707,0.544903941434591,0.999967191250388
"ENSMUSG00000001053",7.80944615358557,-0.349257303019715,0.432644960533246,-0.807260767788088,0.419516261898122,0.999967191250388
"ENSMUSG00000001054",42.8381342836842,0.0755066694415436,0.209129365996745,0.36105244752054,0.718060240209167,0.999967191250388
"ENSMUSG00000001056",17.1141092678655,-0.0136709894880706,0.301716745734196,-0.0453106752653177,0.963859678547592,0.999967191250388
"ENSMUSG00000001062",41.2677670291403,0.069148592323976,0.208011270943308,0.332427142098574,0.739566746326634,0.999967191250388
"ENSMUSG00000001065",16.8804006839445,0.112832612624301,0.305666054982295,0.369136875963662,0.712025703838837,0.999967191250388
"ENSMUSG00000001082",37.4547641463281,0.297157825932562,0.245737918693361,1.20924693882251,0.22656798942164,0.999967191250388
"ENSMUSG00000001089",22.4130662634772,0.0140880889251826,0.256570111393615,0.0549093144507757,0.956210711217407,0.999967191250388
"ENSMUSG00000001095",1.90926094572996,0.684064968989304,1.03982952555367,0.657862613225054,0.510626416309051,0.999967191250388
"ENSMUSG00000001098",38.2933906272936,-0.286403368948346,0.204392403586451,-1.40124272684727,0.161141501421356,0.999967191250388
"ENSMUSG00000001100",40.7087751943189,0.214501242457661,0.242224435236718,0.885547497501792,0.375861414048651,0.999967191250388
"ENSMUSG00000001105",46.6567894333768,0.161175261543709,0.238997996495854,0.674379132489947,0.500070306053677,0.999967191250388
"ENSMUSG00000001119",80.4253839610519,-0.147931431671054,0.163359175605558,-0.90555936709821,0.365169123782499,0.999967191250388
"ENSMUSG00000001120",30.6835915967904,0.291969791218838,0.252689154808016,1.15545042461623,0.247906022885271,0.999967191250388
"ENSMUSG00000001123",43.0809312910395,-0.0515582897004598,0.302254790597183,-0.17057890000219,0.864554890099946,0.999967191250388
"ENSMUSG00000001127",95.3406581593547,-0.0267075135436356,0.15441724456507,-0.17295680685703,0.86268537900724,0.999967191250388
"ENSMUSG00000001128",18.1874712959769,-0.373487967808147,0.347122131036367,-1.07595550503525,0.281947156418591,0.999967191250388
"ENSMUSG00000001131",9.31047122273434,-0.422036505523781,0.400537225589357,-1.05367610938731,0.292031230469517,0.999967191250388
"ENSMUSG00000001134",5.79277429778684,-0.507068650157472,0.565866152477154,-0.896092915149126,0.370203140662995,0.999967191250388
"ENSMUSG00000001138",12.3820611033998,0.502691833979662,0.35094439314926,1.4323973934123,0.152030124108175,0.999967191250388
"ENSMUSG00000001143",131.354786785199,0.0288667957159897,0.170068167641914,0.169736618652645,0.86521727439253,0.999967191250388
"ENSMUSG00000001150",48.1591360160424,-0.187037761589467,0.191960804575072,-0.974353915652194,0.329880842932362,0.999967191250388
"ENSMUSG00000001151",36.4989069521352,-0.207794450480115,0.20288372201618,-1.02420464498154,0.305738625262146,0.999967191250388
"ENSMUSG00000001156",51.3457182784963,-0.211358284040569,0.256679852267307,-0.823431532212585,0.41026263779641,0.999967191250388
"ENSMUSG00000001157",31.5523020725984,-0.0764297533937726,0.222758026462807,-0.343106619354673,0.731518251540968,0.999967191250388
"ENSMUSG00000001158",33.7959600530371,0.118894612775828,0.206549102934922,0.575623961016612,0.564869381690565,0.999967191250388
"ENSMUSG00000001166",0.708364281536628,-3.16196551539877,2.57803213185674,-1.22650353202598,0.220009246980472,0.999967191250388
"ENSMUSG00000001173",36.9616388000186,-0.126079343626281,0.246282340723156,-0.511930101265383,0.608699930338385,0.999967191250388
"ENSMUSG00000001175",1821.45056715429,-0.176273853720285,0.198377129180455,-0.888579517450001,0.374229103085469,0.999967191250388
"ENSMUSG00000001211",290.872902248221,-0.0859048050714522,0.123930083320599,-0.693171526797266,0.48820191453166,0.999967191250388
"ENSMUSG00000001227",7.11984786166688,-0.178656151397928,0.467202256580245,-0.38239573735287,0.702167851679636,0.999967191250388
"ENSMUSG00000001228",12.2301569706512,-0.611673652284276,0.424312755281292,-1.44156319759649,0.149425636884267,0.999967191250388
"ENSMUSG00000001229",66.4799397262709,-0.182060402870281,0.146622302105745,-1.24169652403205,0.21434855293778,0.999967191250388
"ENSMUSG00000001240",12.3285074943854,-0.0869711710496705,0.391231311034183,-0.222301151765615,0.824079455555829,0.999967191250388
"ENSMUSG00000001247",18.7263172350095,0.313737291366713,0.300908918385365,1.04263207966777,0.297118725788713,0.999967191250388
"ENSMUSG00000001248",81.7893804451888,0.061639747988289,0.179678808743139,0.343055190645249,0.731556940449557,0.999967191250388
"ENSMUSG00000001249",59.4545073514078,0.18762945016838,0.258325243680356,0.726330293916404,0.467636312311783,0.999967191250388
"ENSMUSG00000001270",846.815822745945,0.133416504536525,0.162095777287728,0.823072055107913,0.410467019098336,0.999967191250388
"ENSMUSG00000001280",46.4801054192067,-0.351759468604268,0.180151261575134,-1.95257843619132,0.0508695683960601,0.999967191250388
"ENSMUSG00000001281",19.7029562952424,-0.163828411328043,0.267353200790562,-0.612778941279189,0.540022517021195,0.999967191250388
"ENSMUSG00000001285",22.3662262267123,-0.254340262088111,0.254078767881473,-1.00102918559004,0.316812698598049,0.999967191250388
"ENSMUSG00000001288",220.354812432932,-0.188160945041482,0.123411252698429,-1.52466603269378,0.127342418097652,0.999967191250388
"ENSMUSG00000001289",92.5779460150837,0.196363007879556,0.142497258933741,1.37801252703999,0.168199420490908,0.999967191250388
"ENSMUSG00000001300",20.3866693669927,-0.00699680706046007,0.278455186638107,-0.02512722835202,0.979953481951441,0.999967191250388
"ENSMUSG00000001305",11.4056284876372,-0.27318005088155,0.364278493407317,-0.749920886973953,0.453302353954328,0.999967191250388
"ENSMUSG00000001313",31.3723258202808,-0.387319053952788,0.333497586184431,-1.16138487952531,0.245485415241354,0.999967191250388
"ENSMUSG00000001323",10.0417371011869,-0.231077255054495,0.372448106021892,-0.620428057810857,0.534976004808895,0.999967191250388
"ENSMUSG00000001333",5.33511999659201,0.497793919085504,0.610450257189304,0.815453697042404,0.414812658437959,0.999967191250388
"ENSMUSG00000001334",3.63136568690722,0.340081778004004,0.814620401687836,0.417472699308019,0.676332689156752,0.999967191250388
"ENSMUSG00000001348",54.1941857180165,-0.493412572099724,0.297519491796435,-1.6584209966227,0.097232521502712,0.999967191250388
"ENSMUSG00000001349",11.492079611721,-0.273201959492331,0.366781375469104,-0.744863228518385,0.456354406570826,0.999967191250388
"ENSMUSG00000001366",78.8394665469397,-0.0995062709137814,0.148227616889254,-0.671307230069859,0.502024829709343,0.999967191250388
"ENSMUSG00000001376",33.3181321163413,0.147921200750123,0.209817375940205,0.704999765092279,0.480810382350475,0.999967191250388
"ENSMUSG00000001380",40.4715666986284,-0.132053086128273,0.250630843508041,-0.526882822081858,0.598274963505833,0.999967191250388
"ENSMUSG00000001383",71.5514595320876,-0.272144248664834,0.158788348033457,-1.71388047067215,0.0865506804269516,0.999967191250388
"ENSMUSG00000001403",6.43666133826977,0.241522226565518,0.565963902861504,0.426744930806338,0.669565120749314,0.999967191250388
"ENSMUSG00000001415",125.13446433404,-0.0520910650406734,0.117050529538332,-0.445030579922447,0.656297655110828,0.999967191250388
"ENSMUSG00000001416",122.76824977948,-0.0477296089176599,0.13109921258732,-0.364072430151853,0.715803923663884,0.999967191250388
"ENSMUSG00000001418",71.4373491402775,0.309398309279,0.182400387545046,1.69625905648139,0.0898368307056665,0.999967191250388
"ENSMUSG00000001419",67.6613594107895,0.0693609875348462,0.158047089342576,0.438862796039872,0.660760955685607,0.999967191250388
"ENSMUSG00000001420",6.59221694206,0.620413710167882,0.491691205684953,1.26179541751944,0.207022411547727,0.999967191250388
"ENSMUSG00000001424",127.195591703466,0.0230066021205173,0.228581070583348,0.100649638492827,0.919828590925116,0.999967191250388
"ENSMUSG00000001435",55.6552390176139,-0.232549230154253,0.265301520121248,-0.876546919323995,0.380732781154576,0.999967191250388
"ENSMUSG00000001436",22.4524343879929,-0.190966588551268,0.25610472224688,-0.745658209172654,0.455873910214052,0.999967191250388
